School Name,School Code,School Type,Town,State,Zip,Grade,District Name,District Code,District Type,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,First Language Not English #,First Language Not English %,English Language Learner #,English Language Learner %,Students With Disabilities #,Students With Disabilities %,High Needs #,High Needs #.1,Economically Disadvantaged #,Economically Disadvantaged %,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females,Non-Binary,Total # of Classes,Average Class Size,Number of Students,Total # of Teachers (FTE),% of Teachers Licensed,Student / Teacher Ratio,Percent of Experienced Teachers,Percent of Teachers without Waiver or Provisional License,Percent Teaching In-Field,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,# Enrolled Grades 09 through 12,# Dropout All Grades,% Dropout All Grades,# Graduated,# Completed MassCore,% Completed MassCore,AP Tests Takers,AP Tests Taken,AP One Test,AP Two Tests,AP Three Tests,AP Four Tests,AP Five or More Tests,AP Score=1,AP Score=2,AP Score=3,AP Score=4,AP Score=5,AP % Score 1-2,AP % Score 3-5,SAT Tests Taken,SAT Reading / Writing,SAT Math,# Grade 11 and 12 Students,# Students Completing Advanced,% Students Completing Advanced,M+E # ELA,M+E % ELA,E # ELA,E % ELA,M # ELA,M % ELA,PM # ELA,PM % ELA,NM # ELA,NM % ELA,No. of Students Included ELA,Part. Rate % ELA,Avg. Scaled Score ELA,SGP ELA,Included In SGP ELA,Ach. PCTL ELA,M+E # MATH,M+E % MATH,E # MATH,E % MATH,M # MATH,M % MATH,PM # MATH,PM % MATH,NM # MATH,NM % MATH,No. of Students Included MATH,Part. Rate % MATH,Avg. Scaled Score MATH,SGP MATH,Included In SGP MATH,Ach. PCTL MATH,Accountability Information,Accountability Percentile (1-99)
Springfield: Alice B Beal Elementary,02810175,Public School,Springfield,MA,01108,"PK,K,01,02,03,04,05",Springfield,02810000,Public School District,       0,      41,      49,      44,      45,      36,      44,       0,       0,       0,       0,       0,       0,       0,       0,     259,      68,  26.3,      44,  17.0,      45,  17.4,     234,  90.3, , ,19.3,10.4,55.2,10.4,0.0,0.0,4.6,52.1,47.9,0.0,     175,19.0,        262,23.0,100.0,  11.3 to 1,80.5,100.0,95.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          42,36.0,           3,3.0,          39,34.0,          59,51.0,          15,13.0,         116,100.0,493.0,53.0,          71,41.0,          23,20.0,           1,1.0,          22,19.0,          73,63.0,          20,17.0,         116,100.0,486.0,59.0,          71,27.0,"Due to the COVID-19 pandemic, most districts and schools did not receive an accountability determination in 2022",46.0
Springfield: Arthur T Talmadge,02810165,Public School,Springfield,MA,01118,"PK,K,01,02,03,04,05",Springfield,02810000,Public School District,       0,      22,      35,      44,      33,      34,      38,       0,       0,       0,       0,       0,       0,       0,       0,     206,      36,  17.5,      25,  12.1,      50,  24.3,     197,  95.6, , ,20.9,1.0,64.6,8.7,0.0,0.0,4.9,54.9,45.1,0.0,     181,16.1,        219,23.9,100.0,   8.6 to 1,87.4,98.2,95.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          17,17.0,           1,1.0,          16,16.0,          60,61.0,          22,22.0,          99,100.0,486.0,60.0,          61,22.0,          19,19.0,           0,0.0,          19,19.0,          53,54.0,          27,27.0,          99,100.0,484.0,54.0,          60,23.0,"Due to the COVID-19 pandemic, most districts and schools did not receive an accountability determination in 2022",19.0
Springfield: Balliet Preschool,02810003,Public School,Springfield,MA,01109,PK,Springfield,02810000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Springfield: Brightwood,02810025,Public School,Springfield,MA,01107,"PK,K,01,02,03,04,05",Springfield,02810000,Public School District,      46,      55,      64,      71,      77,      65,      45,       0,       0,       0,       0,       0,       0,       0,       0,     423,     158,  37.4,     114,  27.0,     111,  26.2,     415,  98.1, , ,11.1,0.0,85.3,3.3,0.0,0.0,0.2,50.1,49.9,0.0,     247,19.5,        432,35.2,99.1,  12.0 to 1,65.1,97.2,83.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          27,16.0,           0,0.0,          27,16.0,          89,52.0,          55,32.0,         171,100.0,480.0,51.0,         100,9.0,          18,11.0,           0,0.0,          18,11.0,          86,51.0,          66,39.0,         170,99.0,474.0,52.0,         100,6.0,"Due to the COVID-19 pandemic, most districts and schools did not receive an accountability determination in 2022",14.0
Springfield: Chestnut Accelerated Middle School (Talented and Gifted),02810367,Public School,Springfield,MA,01107,"06,07,08",Springfield,02810000,Public School District,       0,       0,       0,       0,       0,       0,       0,      91,     111,      99,       0,       0,       0,       0,       0,     301,      86,  28.6,      16,   5.3,      65,  21.6,     253,  84.1, , ,17.9,3.7,64.5,12.3,0.0,0.0,1.7,56.5,43.5,0.0,     186,18.3,        300,28.1,92.4,  10.7 to 1,52.5,95.9,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         130,49.0,          20,8.0,         110,42.0,          89,34.0,          45,17.0,         264,96.0,504.0,48.0,         203,82.0,          92,38.0,          10,4.0,          82,34.0,         127,52.0,          23,10.0,         242,95.0,499.0,35.0,         202,65.0,Low participation rate,64.0
Springfield: Conservatory of the Arts,02810475,Public School,Springfield,MA,01105,"06,07,08,09,10,11,12",Springfield,02810000,Public School District,       0,       0,       0,       0,       0,       0,       0,      44,      51,      48,      49,      47,      42,      37,       0,     318,      87,  27.4,      36,  11.3,      70,  22.0,     289,  90.9, , ,16.7,0.6,69.2,11.3,0.0,0.3,1.9,28.3,70.8,0.9,     193,11.5,        307,29.4,100.0,  10.8 to 1,76.2,79.6,85.7,37.0,97.3,0.0,0.0,0.0,2.7,0.0,     175,2.0,1.1,38.0,38.0,100.0,      21,      23,19.0,2.0,0.0,0.0,0.0,8.0,7.0,8.0,0.0,       0,65.2,34.8,70.0,421.0,388.0,          74,          35,47.3,          27,20.0,           2,1.0,          25,19.0,          61,45.0,          47,35.0,         135,99.0,479.0,33.0,          82,9.0,           1,1.0,           0,0.0,           1,1.0,          76,55.0,          60,44.0,         137,100.0,472.0,22.0,          82,5.0,Low student group performance,4.0
Springfield: Daniel B Brunton,02810035,Public School,Springfield,MA,01128,"PK,K,01,02,03,04,05",Springfield,02810000,Public School District,      37,      74,      53,      68,      55,      63,      64,       0,       0,       0,       0,       0,       0,       0,       0,     414,      99,  23.9,      68,  16.4,      91,  22.0,     373,  90.1, , ,19.6,1.0,59.4,16.9,0.0,0.0,3.1,52.2,47.8,0.0,     246,19.6,        430,37.0,100.0,  11.2 to 1,73.0,100.0,97.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          41,24.0,           4,2.0,          37,22.0,          79,47.0,          49,29.0,         169,99.0,484.0,37.0,         116,17.0,          18,11.0,           3,2.0,          15,9.0,          78,46.0,          73,43.0,         169,100.0,474.0,41.0,         116,7.0,"Due to the COVID-19 pandemic, most districts and schools did not receive an accountability determination in 2022",11.0
Springfield: Early Childhood Education Center,02810001,Public School,Springfield,MA,01109,"PK,K",Springfield,02810000,Public School District,     138,      13,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     151,      35,  23.2,      13,   8.6,      88,  58.3,     142,  94.0, , ,21.2,1.3,60.9,7.3,0.0,0.7,8.6,62.3,37.7,0.0,      26,8.7,        220,17.0,100.0,   8.9 to 1,70.6,94.1,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insufficient data,
Springfield: Edward P. Boland School,02810010,Public School,Springfield,MA,01104,"PK,K,01,02,03,04,05",Springfield,02810000,Public School District,     161,      65,      82,      78,      68,      58,      79,       0,       0,       0,       0,       0,       0,       0,       0,     591,     215,  36.4,     147,  24.9,     195,  33.0,     568,  96.1, , ,10.7,2.0,78.5,6.4,0.0,0.0,2.4,55.3,44.7,0.0,     363,15.8,        634,56.8,96.5,  10.4 to 1,68.7,93.0,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          46,25.0,           2,1.0,          44,24.0,          95,51.0,          45,24.0,         186,100.0,486.0,55.0,         117,23.0,          26,14.0,           3,2.0,          23,12.0,         106,57.0,          54,29.0,         186,100.0,480.0,56.0,         117,14.0,"Due to the COVID-19 pandemic, most districts and schools did not receive an accountability determination in 2022",20.0
Springfield: Elias Brookings,02810030,Public School,Springfield,MA,01105,"PK,K,01,02,03,04,05",Springfield,02810000,Public School District,      35,      42,      33,      47,      44,      42,      56,       0,       0,       0,       0,       0,       0,       0,       0,     299,     102,  34.1,      70,  23.4,      88,  29.4,     285,  95.3, , ,21.4,0.0,72.9,4.0,0.3,0.0,1.3,50.2,49.8,0.0,     201,16.6,        299,29.7,99.5,  10.1 to 1,72.6,89.9,96.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          14,11.0,           2,2.0,          12,9.0,          72,56.0,          43,33.0,         129,100.0,481.0,47.0,          73,12.0,          23,18.0,           2,2.0,          21,16.0,          65,51.0,          40,31.0,         128,100.0,483.0,57.0,          74,20.0,"Due to the COVID-19 pandemic, most districts and schools did not receive an accountability determination in 2022",18.0
Springfield: Emergence Academy,02810318,Public School,Springfield,MA,01105,"06,07,08,09,10",Springfield,02810000,Public School District,       0,       0,       0,       0,       0,       0,       0,      14,      13,      18,       0,       0,       0,       0,       0,      45,      45, 100.0,      43,  95.6,       4,   8.9,      45, 100.0, , ,15.6,2.2,75.6,6.7,0.0,0.0,0.0,42.2,57.8,0.0,      43,15.4,         85,5.5,100.0,   8.3 to 1,66.3,84.7,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,           0,0.0,           0,0.0,           0,0.0,           2,8.0,          22,92.0,          24,100.0,451.0,,          14,1.0,           0,0.0,           0,0.0,           0,0.0,           5,21.0,          19,79.0,          24,100.0,460.0,,          13,1.0,"Due to the COVID-19 pandemic, most districts and schools did not receive an accountability determination in 2022",
Springfield: Forest Park Middle,02810325,Public School,Springfield,MA,01108,"06,07,08",Springfield,02810000,Public School District,       0,       0,       0,       0,       0,       0,       0,     114,     177,     189,       0,       0,       0,       0,       0,     480,     161,  33.5,      58,  12.1,     140,  29.2,     455,  94.8, , ,21.5,4.4,65.2,5.4,0.0,0.0,3.5,52.1,47.9,0.0,     370,12.3,        493,45.0,100.0,  10.7 to 1,71.1,86.7,91.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          72,17.0,           0,0.0,          72,17.0,         182,43.0,         172,40.0,         426,98.0,478.0,44.0,         361,7.0,          58,14.0,           4,1.0,          54,13.0,         223,53.0,         143,34.0,         424,98.0,480.0,47.0,         362,14.0,Underperforming school; Low student group performance,4.0
Springfield: Frank H Freedman,02810075,Public School,Springfield,MA,01109,"PK,K,01,02,03,04,05",Springfield,02810000,Public School District,       0,      40,      45,      39,      36,      41,      40,       0,       0,       0,       0,       0,       0,       0,       0,     241,      37,  15.4,      19,   7.9,      55,  22.8,     213,  88.4, , ,21.6,2.1,59.3,10.0,0.8,0.0,6.2,49.4,50.6,0.0,     168,19.1,        259,23.8,100.0,  10.1 to 1,79.8,95.8,95.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          43,38.0,           6,5.0,          37,33.0,          54,48.0,          15,13.0,         112,99.0,493.0,50.0,          75,44.0,          25,23.0,           2,2.0,          23,21.0,          66,59.0,          20,18.0,         111,99.0,487.0,53.0,          74,31.0,"Due to the COVID-19 pandemic, most districts and schools did not receive an accountability determination in 2022",26.0
Springfield: Frederick Harris,02810080,Public School,Springfield,MA,01118,"PK,K,01,02,03,04,05",Springfield,02810000,Public School District,      64,      78,      77,      74,      89,     114,      80,       0,       0,       0,       0,       0,       0,       0,       0,     576,     119,  20.7,      65,  11.3,     138,  24.0,     473,  82.1, , ,17.9,4.3,52.3,18.2,0.7,0.0,6.6,51.9,48.1,0.0,     391,17.2,        581,52.2,95.9,  11.0 to 1,82.5,90.4,92.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          71,27.0,           9,3.0,          62,24.0,         130,50.0,          61,23.0,         262,100.0,490.0,53.0,         157,33.0,          75,29.0,           7,3.0,          68,26.0,         125,48.0,          60,23.0,         260,100.0,490.0,62.0,         156,38.0,"Due to the COVID-19 pandemic, most districts and schools did not receive an accountability determination in 2022",35.0
