School Name,School Code,School Type,Town,State,Zip,Grade,District Name,District Code,District Type,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,First Language Not English #,First Language Not English %,English Language Learner #,English Language Learner %,Students With Disabilities #,Students With Disabilities %,Low Income #,Low Income %,High Needs #,High Needs #.1,Economically Disadvantaged #,Economically Disadvantaged %,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females,Total # of Teachers,% of Teachers Licensed in Teaching Assignment,Total # of Classes in Core Academic Areas,% of Core Academic Classes Taught by Teachers Who are Highly Qualified,Student / Teacher Ratio,Salary Totals,Average Salary,FTE Count,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,High School Graduates (#),Attending Coll./Univ. (#),Attending Coll./Univ. (%),Private Two-Year (%),Private Four-Year (%),Public Two-Year (%),Public Four-Year (%),MA Community College (%),MA State University (%),Univ.of Mass. (%),4Ycollege%,AP Tests Takers,AP Tests Taken,AP One Test,AP Two Tests,AP Three Tests,AP Four Tests,AP Five or More Tests,AP Score=1,AP Score=2,AP Score=3,AP Score=4,AP Score=5,AP % Score 1-2,AP % Score 3-5,SAT Tests Taken,SAT Reading,SAT Math
Chelmsford: Charles D Harrington,00560025,Public School,North Chelmsford,MA,01863,"K,01,02,03,04",Chelmsford,00560000,Public School District,     107,      79,      96,     101,     102,      85,,,,,,,,,0.0,     570,      47,8.2,      11,1.9,     117,20.5,      16,   2.8, , , , ,0.5,12.1,1.1,84.9,0.4,0.0,1.1,55.4,44.6,30.7,100.0,28.0,100.0,18.6,"     $21,632,468","  $58,277",    371.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chelmsford: Chelmsford High,00560505,Public School,North Chelmsford,MA,01863,"09,10,11,12",Chelmsford,00560000,Public School District,,,,,,,,,,,     412,     434,     433,     436,1.0,"   1,716",      87,5.1,      13,0.8,     233,13.6,      52,   3.0, , , , ,1.1,7.6,1.5,89.7,0.0,0.0,0.1,49.4,50.6,118.4,96.6,102.0,98.0,14.5,"     $21,632,468","  $58,277",    371.2,       441,95.0,2.0,0.5,0.5,2.0,0.0,420.0,376.0,89.5,0.26849999999999996,34.726,17.6315,36.874,16.468,9.308,20.495499999999996,71.6,138.0,     204,90.0,35.0,9.0,3.0,1.0,11.0,31.0,65.0,64.0,33.0,20.6,79.4,396.0,527.0,535.0
Chelmsford: Col Moses Parker School,00560305,Public School,Chelmsford,MA,01824,"05,06,07,08",Chelmsford,00560000,Public School District,,,,,,,     177,     174,     188,     179,,,,,0.0,     718,      44,6.1,       9,1.3,      80,11.1,      32,   4.5, , , , ,1.3,7.5,1.0,89.7,0.3,0.0,0.3,50.8,49.2,55.6,100.0,47.0,100.0,12.9,"     $21,632,468","  $58,277",    371.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chelmsford: Community Education Center,00560001,Public School,Chelmsford,MA,01824,PK,Chelmsford,00560000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"     $21,632,468","  $58,277",    371.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chelmsford: McCarthy Middle School,00560310,Public School,Chelmsford,MA,01824,"05,06,07,08",Chelmsford,00560000,Public School District,,,,,,,     217,     229,     247,     249,,,,,0.0,     942,      61,6.5,      10,1.1,     125,13.3,      55,   5.8, , , , ,1.7,6.7,1.7,89.8,0.1,0.0,0.0,49.6,50.4,63.6,93.9,54.0,93.7,14.8,"     $21,632,468","  $58,277",    371.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chelmsford: South Row,00560015,Public School,Chelmsford,MA,01824,"K,01,02,03,04",Chelmsford,00560000,Public School District,,      59,      77,      85,      73,      91,,,,,,,,,0.0,     385,      25,6.5,       6,1.6,      42,10.9,      18,   4.7, , , , ,1.0,7.8,2.1,89.1,0.0,0.0,0.0,51.2,48.8,24.9,100.0,24.0,100.0,15.5,"     $21,632,468","  $58,277",    371.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chelsea: Chelsea High,00570505,Public School,Chelsea,MA,02150,"09,10,11,12",Chelsea,00570000,Public School District,,,,,,,,,,,     499,     407,     336,     251,8.0,"   1,501","   1,190",79.3,     194,12.9,     203,13.5,"   1,229",  81.9, , , , ,8.4,3.8,74.2,12.8,0.1,0.0,0.7,51.4,48.6,122.0,91.8,106.0,89.6,12.3,"     $24,005,437","  $54,164",    443.2,       359,54.0,20.9,1.4,2.5,21.2,0.0,229.0,130.0,56.8,0.45439999999999997,15.7336,29.252,11.36,28.4,1.3063999999999998,9.599199999999998,27.0936,102.0,     164,60.0,27.0,10.0,5.0,0.0,39.0,41.0,32.0,33.0,19.0,48.8,51.2,127.0,425.0,442.0
Chelsea: Chelsea Opportunity Academy,00570515,Public School,Chelsea,MA,02150,"09,10,11,12",Chelsea,00570000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"     $24,005,437","  $54,164",    443.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chelsea: Chelsea Virtual Learning Academy,00570705,Public School,Chelsea,MA,02150,"K,01,02,03,04,05,06,07,08,09,10,11,12",Chelsea,00570000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"     $24,005,437","  $54,164",    443.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chelsea: Clark Avenue School,00570050,Public School,Chelsea,MA,02150,"05,06,07,08",Chelsea,00570000,Public School District,,,,,,,     155,     155,     133,     142,,,,,0.0,     585,     483,82.6,      89,15.2,     103,17.6,     514,  87.9, , , , ,8.7,2.4,76.6,11.8,0.2,0.0,0.3,48.5,51.5,44.0,95.5,38.0,86.8,13.3,"     $24,005,437","  $54,164",    443.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chelsea: Edgar A Hooks Elementary,00570030,Public School,Chelsea,MA,02150,"01,02,03,04",Chelsea,00570000,Public School District,,,     135,     100,     101,     109,,,,,,,,,0.0,     445,     358,80.4,     126,28.3,      59,13.3,     398,  89.4, , , , ,10.6,3.4,74.6,10.3,0.4,0.2,0.4,47.2,52.8,35.0,97.1,30.0,96.7,12.7,"     $24,005,437","  $54,164",    443.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chelsea: Eugene Wright Science and Technology Academy,00570045,Public School,Chelsea,MA,02150,"05,06,07,08",Chelsea,00570000,Public School District,,,,,,,     113,     114,     115,     143,,,,,0.0,     485,     387,79.8,      49,10.1,      98,20.2,     426,  87.8, , , , ,7.6,1.9,78.4,11.1,0.0,0.0,1.0,52.4,47.6,36.0,97.2,31.0,96.8,13.5,"     $24,005,437","  $54,164",    443.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chelsea: Frank M Sokolowski Elementary,00570040,Public School,Chelsea,MA,02150,"01,02,03,04",Chelsea,00570000,Public School District,,,     126,      99,      92,     101,,,,,,,,,0.0,     418,     350,83.7,     101,24.2,      52,12.4,     372,  89.0, , , , ,7.4,3.3,80.4,8.4,0.0,0.0,0.5,50.2,49.8,37.0,91.9,33.0,87.9,11.3,"     $24,005,437","  $54,164",    443.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chelsea: George F. Kelly Elementary,00570035,Public School,Chelsea,MA,02150,"01,02,03,04,05,06",Chelsea,00570000,Public School District,,,     105,     121,     119,      96,,,,,,,,,0.0,     441,     380,86.2,     150,34.0,      51,11.6,     390,  88.4, , , , ,5.4,0.5,88.2,5.0,0.0,0.0,0.9,45.4,54.6,33.0,97.0,31.0,96.8,13.4,"     $24,005,437","  $54,164",    443.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chelsea: Joseph A. Browne School,00570055,Public School,Chelsea,MA,02150,"05,06,07,08",Chelsea,00570000,Public School District,,,,,,,      96,     101,     105,     114,,,,,0.0,     416,     320,76.9,      75,18.0,      56,13.5,     376,  90.4, , , , ,10.6,3.6,72.4,12.3,0.0,0.0,1.2,54.1,45.9,38.0,81.6,34.0,85.3,10.9,"     $24,005,437","  $54,164",    443.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chelsea: Shurtleff Early Childhood,00570003,Public School,Chelsea,MA,02150,"PK,K,01",Chelsea,00570000,Public School District,     353,     497,,,,,,,,,,,,,0.0,     850,     723,85.1,     221,26.0,      43,5.1,     644,  75.8, , , , ,7.6,2.0,80.9,8.7,0.1,0.0,0.6,51.1,48.9,54.0,98.2,44.0,97.7,15.7,"     $24,005,437","  $54,164",    443.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chelsea: William A Berkowitz Elementary,00570025,Public School,Chelsea,MA,02150,"01,02,03,04",Chelsea,00570000,Public School District,,,     122,     107,      90,     106,,,,,,,,,0.0,     425,     309,72.7,      76,17.9,      51,12.0,     386,  90.8, , , , ,8.9,2.8,74.1,12.0,0.2,0.0,1.9,54.6,45.4,34.0,100.0,31.0,100.0,12.5,"     $24,005,437","  $54,164",    443.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chesterfield-Goshen: New Hingham Regional Elementary,06320025,Public School,Chesterfield,MA,01012,"PK,K,01,02,03,04,05,06",Chesterfield-Goshen,06320000,Public School District,      16,      23,      31,      16,      22,      20,      19,      25,,,,,,,0.0,     172,       2,1.2,       1,0.6,      18,10.5,      27,  15.7, , , , ,0.0,0.0,1.7,97.1,0.0,0.0,1.2,54.1,45.9,13.5,100.0,12.0,86.9,12.7,"        $726,740","  $60,061",     12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicopee: Barry,00610003,Public School,Chicopee,MA,01020,"K,01,02,03,04,05",Chicopee,00610000,Public School District,,      65,      58,      66,      68,      73,      65,,,,,,,,0.0,     395,      56,14.2,      54,13.7,      39,9.9,     204,  51.6, , , , ,2.3,3.8,10.1,80.8,0.3,0.8,2.0,54.4,45.6,29.1,96.2,25.0,95.6,13.6,"     $32,387,357","  $44,005",    736.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicopee: Belcher,00610010,Public School,Chicopee,MA,01020,"PK,K,01,02",Chicopee,00610000,Public School District,,      75,      79,      70,       1,,,,,,,,,,0.0,     225,      33,14.7,      29,12.9,      29,12.9,     105,  46.7, , , , ,4.9,1.8,23.6,68.4,0.0,0.9,0.4,46.2,53.8,20.1,100.0,17.0,100.0,11.2,"     $32,387,357","  $44,005",    736.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicopee: Bellamy Middle,00610305,Public School,Chicopee,MA,01020,"06,07,08",Chicopee,00610000,Public School District,,,,,,,,     310,     346,     315,,,,,0.0,     971,     174,17.9,      50,5.1,     160,16.5,     563,  58.0, , , , ,3.7,0.8,28.2,65.0,0.4,0.1,1.8,50.2,49.8,77.0,88.3,72.0,87.5,12.6,"     $32,387,357","  $44,005",    736.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicopee: Bowe,00610015,Public School,Chicopee,MA,01013,"K,01,02,03,04,05",Chicopee,00610000,Public School District,      30,      75,      64,      63,      63,      72,      69,,,,,,,,0.0,     436,     132,30.3,      72,16.5,      58,13.3,     391,  89.7, , , , ,3.7,0.7,47.2,45.0,0.2,0.5,2.8,46.6,53.4,34.1,99.7,31.0,93.3,12.8,"     $32,387,357","  $44,005",    736.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicopee: Bowie,00610020,Public School,Chicopee,MA,01022,"K,01,02,03,04,05",Chicopee,00610000,Public School District,,      58,      64,      64,      68,      75,      71,,,,,,,,0.0,     400,       5,1.3,       0,0.0,      37,9.3,     142,  35.5, , , , ,5.0,1.0,5.0,87.8,0.3,0.3,0.8,49.0,51.0,24.5,99.2,24.0,90.6,16.3,"     $32,387,357","  $44,005",    736.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicopee: Chicopee Academy,00610021,Public School,Chicopee,MA,01020,"06,07,08,09,10,11,12",Chicopee,00610000,Public School District,,,,,,,,,       9,      11,      18,      21,      15,      10,0.0,      84,      15,17.9,       0,0.0,      31,36.9,      65,  77.4, , , , ,4.8,0.0,38.1,54.8,1.2,0.0,1.2,70.2,29.8,15.0,60.0,12.0,66.7,5.6,"     $32,387,357","  $44,005",    736.0,        26,19.2,11.5,0.0,7.7,61.5,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicopee: Chicopee Comprehensive High School,00610510,Public School,Chicopee,MA,01020,"09,10,11,12",Chicopee,00610000,Public School District,,,,,,,,,,,     390,     319,     336,     322,0.0,"   1,367",     120,8.8,      15,1.1,     183,13.4,     303,  22.2, , , , ,3.1,0.8,14.3,81.4,0.0,0.1,0.1,53.9,46.1,103.0,96.8,76.0,97.0,13.3,"     $32,387,357","  $44,005",    736.0,       334,74.6,7.8,0.9,1.5,15.3,0.0,261.0,174.0,66.7,0.0,11.138900000000001,46.356500000000004,9.204600000000001,45.2226,5.336,2.668,20.343500000000002,28.0,      44,13.0,14.0,1.0,0.0,0.0,13.0,8.0,20.0,3.0,0.0,47.7,52.3,110.0,479.0,485.0
Chicopee: Chicopee High,00610505,Public School,Chicopee,MA,01020,"09,10,11,12",Chicopee,00610000,Public School District,,,,,,,,,,,     265,     365,     284,     256,0.0,"   1,170",     182,15.6,      22,1.9,     161,13.8,     461,  39.4, , , , ,2.6,1.0,21.5,74.7,0.0,0.0,0.2,47.9,52.1,89.0,98.2,72.0,99.2,13.1,"     $32,387,357","  $44,005",    736.0,       250,74.8,4.8,1.6,4.4,14.4,0.0,207.0,152.0,73.4,0.0,17.3958,43.4528,12.551400000000001,43.01240000000001,1.9084000000000003,9.6888,29.947200000000002,51.0,      79,24.0,26.0,1.0,0.0,0.0,14.0,23.0,27.0,13.0,2.0,46.8,53.2,124.0,479.0,493.0
Chicopee: Dupont Middle,00610310,Public School,Chicopee,MA,01013,"06,07,08",Chicopee,00610000,Public School District,,,,,,,,     252,     264,     234,,,,,0.0,     750,      78,10.4,      13,1.7,      96,12.8,     347,  46.3, , , , ,2.5,0.9,15.7,78.4,0.8,0.5,1.1,52.0,48.0,63.0,96.8,57.0,93.0,11.9,"     $32,387,357","  $44,005",    736.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicopee: Fairview Elementary,00610050,Public School,Chicopee,MA,01020,"PK,K,01,02,03,04,05",Chicopee,00610000,Public School District,,      54,      71,      55,      62,      71,      61,,,,,,,,0.0,     374,      82,21.9,      49,13.1,      44,11.8,     262,  70.1, , , , ,2.7,3.2,36.9,55.6,0.0,0.0,1.6,45.7,54.3,30.1,99.7,26.0,99.6,12.4,"     $32,387,357","  $44,005",    736.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicopee: Gen John J Stefanik,00610090,Public School,Chicopee,MA,01013,"K,01,02,03,04,05",Chicopee,00610000,Public School District,,      72,      62,      82,      67,      60,      51,,,,,,,,0.0,     394,     117,29.7,      57,14.5,      60,15.2,     337,  85.5, , , , ,3.8,0.5,64.0,30.7,0.0,0.0,1.0,52.0,48.0,33.1,99.7,31.0,99.7,11.9,"     $32,387,357","  $44,005",    736.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicopee: Lambert-Lavoie,00610040,Public School,Chicopee,MA,01020,"K,01,02,03,04,05",Chicopee,00610000,Public School District,,      45,      41,      36,      53,      41,      60,,,,,,,,0.0,     276,       9,3.3,       0,0.0,      32,11.6,     145,  52.5, , , , ,1.1,2.5,10.5,83.0,0.0,0.0,2.9,57.6,42.4,21.1,99.5,19.0,94.2,13.1,"     $32,387,357","  $44,005",    736.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicopee: Litwin,00610022,Public School,Chicopee,MA,01020,"K,01,02,03,04,05",Chicopee,00610000,Public School District,,      23,      31,      28,      89,      86,     103,,,,,,,,0.0,     360,      29,8.1,       3,0.8,      85,23.6,     199,  55.3, , , , ,2.8,1.7,20.0,73.9,0.0,0.3,1.4,55.6,44.4,27.2,99.3,24.0,90.9,13.2,"     $32,387,357","  $44,005",    736.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicopee: Streiber Memorial School,00610065,Public School,Chicopee,MA,01020,"K,01,02,03,04,05",Chicopee,00610000,Public School District,,      46,      44,      46,      53,      41,      41,,,,,,,,0.0,     271,       7,2.6,       0,0.0,      27,10.0,     105,  38.7, , , , ,0.0,1.5,10.7,84.9,0.0,0.4,2.6,56.5,43.5,19.7,99.5,18.0,99.5,13.8,"     $32,387,357","  $44,005",    736.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicopee: Szetela Early Childhood Center,00610001,Public School,Chicopee,MA,01013,PK,Chicopee,00610000,Public School District,     218,,,,,,,,,,,,,,0.0,     218,      25,11.5,       0,0.0,      72,33.0,      67,  30.7, , , , ,1.8,3.2,12.8,79.4,0.0,0.0,2.8,61.9,38.1,17.0,100.0,14.0,100.0,12.8,"     $32,387,357","  $44,005",    736.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christa McAuliffe Charter School (District): Christa McAuliffe Charter School,04180305,Charter School,Framingham,MA,01701,"06,07,08",Christa McAuliffe Charter School (District),04180000,Charter District,,,,,,,,      72,      90,      87,,,,,0.0,     249,      21,8.4,      13,5.2,      77,30.9,      36,  14.5, , , , ,4.4,2.4,12.9,78.7,0.8,0.0,0.8,54.2,45.8,27.0,57.4,23.0,41.3,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
City on a Hill Charter Public School (District): City on a Hill Charter Public School,04370505,Charter School,Roxbury,MA,02119,"09,10,11,12",City on a Hill Charter Public School (District),04370000,Charter District,,,,,,,,,,,     115,      76,      55,      22,0.0,     268,      66,24.6,       0,0.0,      26,9.7,     193,  72.0, , , , ,57.5,1.9,30.6,0.7,0.0,0.4,9.0,48.5,51.5,22.1,71.0,22.0,98.2,12.1,,,,        29,48.3,31.0,0.0,0.0,20.7,0.0,17.0,15.0,88.2,0.0,70.56,17.64,0.0,17.64,0.0,0.0,70.56,20.0,      23,17.0,3.0,0.0,0.0,0.0,19.0,3.0,1.0,0.0,0.0,95.7,4.3,24.0,411.0,421.0
Clarksburg: Clarksburg Elementary,00630010,Public School,Clarksburg,MA,01247,"PK,K,01,02,03,04,05,06,07,08",Clarksburg,00630000,Public School District,,      20,      19,      22,      18,      20,      20,      33,      27,      20,,,,,0.0,     199,       0,0.0,       0,0.0,      24,12.1,      50,  25.1, , , , ,0.0,0.0,0.5,99.5,0.0,0.0,0.0,57.3,42.7,15.7,100.0,14.0,100.0,12.7,"        $765,853","  $43,269",     17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clinton: Clinton Elementary,00640050,Public School,Clinton,MA,01510,"PK,K,01,02,03,04",Clinton,00640000,Public School District,      95,     144,     160,     153,     157,     142,,,,,,,,,0.0,     851,     137,16.1,      58,6.8,     148,17.4,     324,  38.1, , , , ,2.8,2.4,17.9,76.4,0.4,0.0,0.2,54.5,45.5,59.1,96.6,54.0,100.0,14.4,"     $10,079,671","  $55,283",    182.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clinton: Clinton Middle School,00640305,Public School,Clinton,MA,01510,"05,06,07,08",Clinton,00640000,Public School District,,,,,,,     128,     167,     152,     160,,,,,0.0,     607,     121,19.9,      30,4.9,      86,14.2,     269,  44.3, , , , ,4.0,0.7,19.6,75.8,0.0,0.0,0.0,50.2,49.8,41.7,100.0,36.0,95.1,14.5,"     $10,079,671","  $55,283",    182.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clinton: Clinton Senior High,00640505,Public School,Clinton,MA,01510,"PK,09,10,11,12",Clinton,00640000,Public School District,      30,,,,,,,,,,     153,     129,     129,     140,3.0,     584,     136,23.3,      17,2.9,      74,12.7,     192,  32.9, , , , ,3.1,0.2,23.5,72.9,0.0,0.0,0.3,52.6,47.4,43.3,97.7,36.0,100.0,13.5,"     $10,079,671","  $55,283",    182.3,       148,88.5,2.7,0.0,2.7,6.1,0.0,132.0,94.0,71.2,0.0,22.7128,16.6608,31.826400000000003,15.877600000000003,18.9392,9.113600000000002,54.53920000000001,92.0,     141,58.0,21.0,11.0,2.0,0.0,33.0,53.0,30.0,18.0,7.0,61.0,39.0,114.0,510.0,503.0
Codman Academy Charter Public (District): Codman Academy Charter Public School,04380505,Charter School,Dorchester,MA,02124,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",Codman Academy Charter Public (District),04380000,Charter District,,,,,,,,,,,      40,      38,      15,      19,0.0,     112,       7,6.3,       0,0.0,      23,20.5,      77,  68.8, , , , ,85.7,0.0,13.4,0.9,0.0,0.0,0.0,48.2,51.8,12.3,37.4,11.0,47.2,9.1,,,,        24,75.0,12.5,0.0,0.0,12.5,0.0,19.0,17.0,89.5,5.280500000000001,63.187,15.752,5.280500000000001,15.752,5.280500000000001,0.0,68.4675,,,,,,,,,,,,,,,20.0,373.0,415.0
Cohasset: Cohasset High School,00650505,Public School,Cohasset,MA,02025,"09,10,11,12",Cohasset,00650000,Public School District,,,,,,,,     123,     118,     114,      97,     108,      87,     110,0.0,     757,       0,0.0,       0,0.0,      77,10.2,       8,   1.1, , , , ,3.3,0.5,0.5,95.6,0.0,0.0,0.0,49.9,50.1,55.8,100.0,48.0,100.0,13.6,"      $6,662,279","  $64,632",    103.1,       112,98.2,0.9,0.0,0.0,0.9,0.0,110.0,97.0,88.2,0.0,60.9462,8.2026,19.0512,6.3504000000000005,3.6162,6.3504000000000005,79.9974,91.0,     145,52.0,27.0,9.0,3.0,0.0,5.0,14.0,36.0,38.0,52.0,13.1,86.9,107.0,549.0,563.0
Cohasset: Cohasset Middle School,00650305,Public School,Cohasset,MA,02025,"06,07,08",Cohasset,00650000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"      $6,662,279","  $64,632",    103.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cohasset: Deer Hill,00650005,Public School,Cohasset,MA,02025,"03,04,05",Cohasset,00650000,Public School District,,,,,     116,     110,     112,,,,,,,,0.0,     338,       0,0.0,       0,0.0,      33,9.8,      13,   3.8, , , , ,3.6,0.9,0.6,95.0,0.0,0.0,0.0,53.8,46.2,22.2,100.0,19.0,100.0,15.2,"      $6,662,279","  $64,632",    103.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cohasset: Joseph Osgood,00650010,Public School,Cohasset,MA,02025,"PK,K,01,02",Cohasset,00650000,Public School District,      18,     140,     102,     134,,,,,,,,,,,0.0,     394,       0,0.0,       0,0.0,      38,9.6,      12,   3.0, , , , ,2.5,1.8,0.5,95.2,0.0,0.0,0.0,54.6,45.4,25.4,100.0,23.0,100.0,15.5,"      $6,662,279","  $64,632",    103.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collegiate Charter School of Lowell (District): Collegiate Charter School of Lowell,35030205,Charter School,Lowell,MA,01851,"K,01,02,03,04,05,06,07,08,09,10,11,12",Collegiate Charter School of Lowell (District),35030000,Charter District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Charter School of Cambridge (District): Community Charter School of Cambridge,04360305,Charter School,Cambridge,MA,02141,"06,07,08,09,10,11,12",Community Charter School of Cambridge (District),04360000,Charter District,,,,,,,,,      37,      61,      48,      32,,,0.0,     178,      53,29.8,       2,1.1,      37,20.8,      92,  51.7, , , , ,69.7,1.7,12.9,12.9,0.6,0.0,2.2,42.1,57.9,16.5,60.6,16.0,100.0,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Day Charter Public School (District): Community Day Charter Public School,04400205,Charter School,Lawrence,MA,01841,"PK,K,01,02,03,04,05,06,07,08",Community Day Charter Public School (District),04400000,Charter District,,      84,      25,      23,      24,      44,      38,      21,      21,      26,,,,,0.0,     306,     256,83.7,      74,24.2,      55,18.0,     197,  64.4, , , , ,2.3,1.0,86.3,9.5,0.0,0.0,1.0,52.3,47.7,37.9,59.6,36.0,100.0,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concord: Alcott,00670005,Public School,Concord,MA,01742,"PK,K,01,02,03,04,05",Concord,00670000,Public School District,       4,      60,      75,      71,      75,      77,      67,,,,,,,,0.0,     429,      24,5.6,      12,2.8,      79,18.4,      11,   2.6, , , , ,6.1,1.2,2.8,81.8,0.0,0.0,8.2,46.4,53.6,36.5,100.0,32.0,100.0,11.8,"     $10,628,566","  $66,931",    158.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concord: Concord Middle,00670305,Public School,Concord,MA,01742,"06,07,08",Concord,00670000,Public School District,,,,,,,,     188,     190,     222,,,,,0.0,     600,      36,6.0,       5,0.8,     113,18.8,      28,   4.7, , , , ,6.3,1.5,3.0,82.2,0.0,0.0,7.0,49.2,50.8,56.5,100.0,43.0,99.6,10.6,"     $10,628,566","  $66,931",    158.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concord: Thoreau,00670020,Public School,Concord,MA,01742,"PK,K,01,02,03,04,05",Concord,00670000,Public School District,       9,      64,      72,      84,      78,      63,      75,,,,,,,,0.0,     445,      22,4.9,       6,1.3,      81,18.2,      11,   2.5, , , , ,4.5,0.9,3.4,82.5,0.0,0.0,8.8,49.7,50.3,35.4,100.0,31.0,100.0,12.6,"     $10,628,566","  $66,931",    158.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concord: Willard,00670030,Public School,Concord,MA,01742,"PK,K,01,02,03,04,05",Concord,00670000,Public School District,      10,      63,      60,      59,      75,      61,      56,,,,,,,,0.0,     384,       8,2.1,       4,1.0,      60,15.6,      13,   3.4, , , , ,4.9,0.5,3.9,84.1,0.0,0.0,6.5,47.4,52.6,31.8,100.0,28.0,100.0,12.1,"     $10,628,566","  $66,931",    158.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concord-Carlisle: Concord Carlisle High,06400505,Public School,Concord,MA,01742,"09,10,11,12",Concord-Carlisle,06400000,Public School District,,,,,,,,,,,     336,     321,     299,     300,0.0,"   1,256",      50,4.0,       2,0.2,     145,11.5,      26,   2.1, , , , ,4.9,5.6,3.3,84.2,0.0,0.0,2.1,46.9,53.1,94.6,99.0,72.0,98.3,13.3,"      $6,576,477","  $70,262",     93.6,       299,98.3,0.3,0.3,0.3,0.7,0.0,294.0,259.0,88.1,0.35240000000000005,64.9297,4.405,18.3248,3.7001999999999997,1.3214999999999997,6.7837,83.2545,142.0,     284,55.0,42.0,36.0,8.0,1.0,2.0,10.0,43.0,73.0,156.0,4.2,95.8,294.0,592.0,611.0
Conservatory Lab Charter (District): Conservatory Lab Charter School,04390050,Charter School,Dorchester,MA,02125,"PK,K,01,02,03,04,05,06,07,08",Conservatory Lab Charter (District),04390000,Charter District,,      22,      24,      21,      23,      22,      20,,,,,,,,0.0,     132,      45,34.1,      18,13.6,      11,8.3,      94,  71.2, , , , ,38.6,4.5,30.3,19.7,1.5,0.8,4.5,48.5,51.5,14.3,93.0,14.0,92.6,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
