School Name,School Code,School Type,Town,State,Zip,Grade,District Name,District Code,District Type
Needham: Needham High,01990505,Public School,Needham,MA,02494,"09,10,11,12",Needham,01990000,Public School District
Needham: Newman Elementary,01990050,Public School,Needham,MA,02492,"PK,K,01,02,03,04,05",Needham,01990000,Public School District
Needham: Pollard Middle,01990405,Public School,Needham,MA,02492,"07,08",Needham,01990000,Public School District
Needham: Sunita L. Williams Elementary,01990035,Public School,Needham,MA,02494,"K,01,02,03,04,05",Needham,01990000,Public School District
Needham: William Mitchell,01990040,Public School,Needham,MA,02492,"K,01,02,03,04,05",Needham,01990000,Public School District
Neighborhood House Charter (District): Neighborhood House Charter School,04440205,Charter School,Dorchester,MA,02122,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",Neighborhood House Charter (District),04440000,Charter District
New Bedford: Abraham Lincoln,02010095,Public School,New Bedford,MA,02745,"K,01,02,03,04,05",New Bedford,02010000,Public School District
New Bedford: Alfred J Gomes,02010063,Public School,New Bedford,MA,02740,"PK,K,01,02,03,04,05",New Bedford,02010000,Public School District
New Bedford: Betsey B Winslow,02010140,Public School,New Bedford,MA,02740,"K,01,02,03,04,05",New Bedford,02010000,Public School District
New Bedford: Carlos Pacheco,02010105,Public School,New Bedford,MA,02746,"PK,K,01,02,03,04,05,06",New Bedford,02010000,Public School District
New Bedford: Casimir Pulaski,02010123,Public School,New Bedford,MA,02745,"PK,K,01,02,03,04,05",New Bedford,02010000,Public School District
New Bedford: Charles S Ashley,02010010,Public School,New Bedford,MA,02745,"K,01,02,03,04,05",New Bedford,02010000,Public School District
New Bedford: Elizabeth Carter Brooks,02010015,Public School,New Bedford,MA,02740,"K,01,02,03,04,05",New Bedford,02010000,Public School District
New Bedford: Ellen R Hathaway,02010075,Public School,New Bedford,MA,02740,"PK,K,01,02,03,04,05",New Bedford,02010000,Public School District
New Bedford: Elwyn G Campbell,02010020,Public School,New Bedford,MA,02745,"PK,K,01,02,03,04,05",New Bedford,02010000,Public School District
New Bedford: Hayden/McFadden,02010078,Public School,New Bedford,MA,02746,"PK,K,01,02,03,04,05",New Bedford,02010000,Public School District
New Bedford: Irwin M. Jacobs Elementary School,02010070,Public School,New Bedford,MA,02744,"PK,K,01,02,03,04,05",New Bedford,02010000,Public School District
New Bedford: James B Congdon,02010040,Public School,New Bedford,MA,02740,"K,01,02,03,04,05,06",New Bedford,02010000,Public School District
New Bedford: Jireh Swift,02010130,Public School,New Bedford,MA,02745,"PK,K,01,02,03,04,05",New Bedford,02010000,Public School District
New Bedford: John Avery Parker,02010115,Public School,New Bedford,MA,02740,"PK,K,01,02,03,04,05",New Bedford,02010000,Public School District
New Bedford: John B Devalles,02010050,Public School,New Bedford,MA,02744,"K,01,02,03,04,05",New Bedford,02010000,Public School District
New Bedford: Keith Middle School,02010405,Public School,New Bedford,MA,02740,"06,07,08",New Bedford,02010000,Public School District
New Bedford: New Bedford High,02010505,Public School,New Bedford,MA,02740,"09,10,11,12",New Bedford,02010000,Public School District
New Bedford: Normandin Middle School,02010410,Public School,New Bedford,MA,02745,"06,07,08",New Bedford,02010000,Public School District
New Bedford: Renaissance Community Innovation School,02010124,Public School,New Bedford,MA,02740,"PK,K,01,02,03,04,05",New Bedford,02010000,Public School District
New Bedford: Roosevelt Middle School,02010415,Public School,New Bedford,MA,02744,"06,07,08",New Bedford,02010000,Public School District
New Bedford: Sgt Wm H Carney Academy,02010045,Public School,New Bedford,MA,02740,"PK,K,01,02,03,04,05",New Bedford,02010000,Public School District
New Bedford: Thomas R Rodman,02010125,Public School,New Bedford,MA,02740,"K,01,02,03,04,05",New Bedford,02010000,Public School District
New Bedford: Trinity Day Academy,02010510,Public School,New Bedford,MA,02740,"04,05,06,07,08,09,10,11,12",New Bedford,02010000,Public School District
New Bedford: Whaling City Junior/Senior High School,02010515,Public School,New Bedford,MA,02740,"06,07,08,09,10,11,12",New Bedford,02010000,Public School District
New Bedford: William H Taylor,02010135,Public School,New Bedford,MA,02744,"PK,K,01,02,03,04,05",New Bedford,02010000,Public School District
New Heights Charter School of Brockton (District): New Heights Charter School of Brockton,35130305,Charter School,Brockton,MA,02301,"06,07,08,09,10,11,12",New Heights Charter School of Brockton (District),35130000,Charter District
New Salem-Wendell: Swift River,07280015,Public School,New Salem,MA,01355,"PK,K,01,02,03,04,05,06",New Salem-Wendell,07280000,Public School District
Newburyport: Edward G. Molin Elementary School,02040030,Public School,Newburyport,MA,01950,"04,05",Newburyport,02040000,Public School District
Newburyport: Francis T Bresnahan Elementary,02040005,Public School,Newburyport,MA,01950,"PK,K,01,02,03",Newburyport,02040000,Public School District
Newburyport: Newburyport High,02040505,Public School,Newburyport,MA,01950,"09,10,11,12",Newburyport,02040000,Public School District
Newburyport: Rupert A Nock Middle,02040305,Public School,Newburyport,MA,01950,"06,07,08",Newburyport,02040000,Public School District
Newton: A E Angier,02070005,Public School,Waban,MA,02468,"K,01,02,03,04,05",Newton,02070000,Public School District
Newton: Bigelow Middle,02070305,Public School,Newton,MA,02458,"06,07,08",Newton,02070000,Public School District
Newton: Bowen,02070015,Public School,Newton Centre,MA,02459,"K,01,02,03,04,05",Newton,02070000,Public School District
Newton: C C Burr,02070020,Public School,Auburndale,MA,02466,"K,01,02,03,04,05",Newton,02070000,Public School District
Newton: Cabot,02070025,Public School,Newtonville,MA,02460,"K,01,02,03,04,05",Newton,02070000,Public School District
Newton: Charles E Brown Middle,02070310,Public School,Newton Centre,MA,02459,"06,07,08",Newton,02070000,Public School District
Newton: Countryside,02070040,Public School,Newton Highlands,MA,02461,"K,01,02,03,04,05",Newton,02070000,Public School District
Newton: F A Day Middle,02070315,Public School,Newtonville,MA,02460,"06,07,08",Newton,02070000,Public School District
Newton: Franklin,02070055,Public School,West Newton,MA,02465,"K,01,02,03,04,05",Newton,02070000,Public School District
Newton: Horace Mann,02070075,Public School,Newtonville,MA,02460,"K,01,02,03,04,05",Newton,02070000,Public School District
Newton: John Ward,02070120,Public School,Newton Centre,MA,02459,"K,01,02,03,04,05",Newton,02070000,Public School District
Newton: Lincoln-Eliot,02070070,Public School,Newton,MA,02458,"K,01,02,03,04,05",Newton,02070000,Public School District
Newton: Mason-Rice,02070080,Public School,Newton Centre,MA,02459,"K,01,02,03,04,05",Newton,02070000,Public School District
Newton: Memorial Spaulding,02070105,Public School,Newton Centre,MA,02459,"K,01,02,03,04,05",Newton,02070000,Public School District
Newton: Newton Early Childhood Program,02070108,Public School,Newton,MA,02458,PK,Newton,02070000,Public School District
Newton: Newton North High,02070505,Public School,Newtonville,MA,02460,"09,10,11,12",Newton,02070000,Public School District
Newton: Newton South High,02070510,Public School,Newton Centre,MA,02459,"09,10,11,12",Newton,02070000,Public School District
Newton: Oak Hill Middle,02070320,Public School,Newton Centre,MA,02459,"06,07,08",Newton,02070000,Public School District
Newton: Peirce,02070100,Public School,West Newton,MA,02465,"K,01,02,03,04,05",Newton,02070000,Public School District
Newton: Underwood,02070115,Public School,Newton Corner,MA,02458,"K,01,02,03,04,05",Newton,02070000,Public School District
Newton: Williams,02070125,Public School,Auburndale,MA,02466,"K,01,02,03,04,05",Newton,02070000,Public School District
Newton: Zervas,02070130,Public School,Waban,MA,02468,"K,01,02,03,04,05",Newton,02070000,Public School District
Norfolk: Freeman-Kennedy School,02080005,Public School,Norfolk,MA,02056,"03,04,05,06",Norfolk,02080000,Public School District
Norfolk: H Olive Day,02080015,Public School,Norfolk,MA,02056,"PK,K,01,02",Norfolk,02080000,Public School District
Norfolk County Agricultural: Norfolk County Agricultural,09150705,Public School,Walpole,MA,02081,"09,10,11,12",Norfolk County Agricultural,09150000,Public School District
North Adams: Brayton,02090035,Public School,North Adams,MA,01247,"PK,K,01,02,03,04,05,06",North Adams,02090000,Public School District
North Adams: Colegrove Park Elementary,02090008,Public School,North Adams,MA,01247,"PK,K,01,02,03,04,05,06",North Adams,02090000,Public School District
North Adams: Drury High,02090505,Public School,North Adams,MA,01247,"07,08,09,10,11,12",North Adams,02090000,Public School District
North Adams: Greylock,02090015,Public School,North Adams,MA,01247,"PK,K,01,02,03,04,05,06",North Adams,02090000,Public School District
North Andover: Anne Bradstreet Early Childhood Center,02110005,Public School,North Andover,MA,01845,"PK,K",North Andover,02110000,Public School District
North Andover: Annie L Sargent School,02110018,Public School,North Andover,MA,01845,"01,02,03,04,05",North Andover,02110000,Public School District
North Andover: Atkinson,02110001,Public School,North Andover,MA,01845,"01,02,03,04,05",North Andover,02110000,Public School District
North Andover: Franklin,02110010,Public School,North Andover,MA,01845,"01,02,03,04,05",North Andover,02110000,Public School District
North Andover: Kittredge,02110015,Public School,North Andover,MA,01845,"01,02,03,04,05",North Andover,02110000,Public School District
North Andover: North Andover High,02110505,Public School,North Andover,MA,01845,"09,10,11,12",North Andover,02110000,Public School District
North Andover: North Andover Middle,02110305,Public School,North Andover,MA,01845,"06,07,08",North Andover,02110000,Public School District
North Andover: Thomson,02110020,Public School,North Andover,MA,01845,"01,02,03,04,05",North Andover,02110000,Public School District
North Attleborough: Amvet Boulevard,02120007,Public School,North Attleborough,MA,02760,"K,01,02,03,04,05",North Attleborough,02120000,Public School District
North Attleborough: Community,02120030,Public School,North Attleborough,MA,02760,"K,01,02,03,04,05",North Attleborough,02120000,Public School District
North Attleborough: Falls,02120010,Public School,North Attleborough,MA,02760,"K,01,02,03,04,05",North Attleborough,02120000,Public School District
North Attleborough: Joseph W Martin Jr Elementary,02120013,Public School,North Attleborough,MA,02760,"K,01,02,03,04,05",North Attleborough,02120000,Public School District
North Attleborough: North Attleboro High,02120505,Public School,North Attleborough,MA,02760,"09,10,11,12",North Attleborough,02120000,Public School District
North Attleborough: North Attleborough Early Learning Center,02120020,Public School,North Attleborough,MA,02760,PK,North Attleborough,02120000,Public School District
North Attleborough: North Attleborough Middle,02120305,Public School,North Attleborough,MA,02760,"06,07,08",North Attleborough,02120000,Public School District
North Attleborough: Roosevelt Avenue,02120015,Public School,North Attleborough,MA,02760,"K,01,02,03,04,05",North Attleborough,02120000,Public School District
North Brookfield: North Brookfield Elementary,02150015,Public School,North Brookfield,MA,01535,"PK,K,01,02,03,04,05,06",North Brookfield,02150000,Public School District
North Brookfield: North Brookfield High,02150505,Public School,North Brookfield,MA,01535,"07,08,09,10,11,12",North Brookfield,02150000,Public School District
North Middlesex: Ashby Elementary,07350010,Public School,Ashby,MA,01431,"K,01,02,03,04",North Middlesex,07350000,Public School District
North Middlesex: Hawthorne Brook,07350030,Public School,Townsend,MA,01469,"05,06,07,08",North Middlesex,07350000,Public School District
North Middlesex: Nissitissit Middle School,07350310,Public School,Pepperell,MA,01463,"05,06,07,08",North Middlesex,07350000,Public School District
North Middlesex: North Middlesex Regional,07350505,Public School,Townsend,MA,01469,"09,10,11,12",North Middlesex,07350000,Public School District
North Middlesex: Spaulding Memorial,07350005,Public School,Townsend,MA,01469,"K,01,02,03,04",North Middlesex,07350000,Public School District
North Middlesex: Squannacook Early Childhood Center,07350002,Public School,Townsend,MA,01469,"PK,K,01,02,03,04",North Middlesex,07350000,Public School District
North Middlesex: Varnum Brook,07350035,Public School,Pepperell,MA,01463,"K,01,02,03,04",North Middlesex,07350000,Public School District
North Reading: E Ethel Little School,02170003,Public School,North Reading,MA,01864,"PK,K,01,02,03,04,05",North Reading,02170000,Public School District
North Reading: J Turner Hood,02170010,Public School,North Reading,MA,01864,"PK,K,01,02,03,04,05",North Reading,02170000,Public School District
North Reading: L D Batchelder,02170005,Public School,North Reading,MA,01864,"K,01,02,03,04,05",North Reading,02170000,Public School District
North Reading: North Reading High,02170505,Public School,North Reading,MA,01864,"09,10,11,12",North Reading,02170000,Public School District
North Reading: North Reading Middle,02170305,Public School,North Reading,MA,01864,"06,07,08",North Reading,02170000,Public School District
Northampton: Bridge Street,02100005,Public School,Northampton,MA,01060,"PK,K,01,02,03,04,05",Northampton,02100000,Public School District
Northampton: Jackson Street,02100020,Public School,Northampton,MA,01060,"K,01,02,03,04,05",Northampton,02100000,Public School District
Northampton: John F Kennedy Middle School,02100410,Public School,Florence,MA,01062,"06,07,08",Northampton,02100000,Public School District
Northampton: Leeds,02100025,Public School,Leeds,MA,01053,"PK,K,01,02,03,04,05",Northampton,02100000,Public School District
Northampton: Northampton High,02100505,Public School,Northampton,MA,01060,"09,10,11,12",Northampton,02100000,Public School District
Northampton: R. K. Finn Ryan Road,02100029,Public School,Florence,MA,01062,"K,01,02,03,04,05",Northampton,02100000,Public School District
Northampton-Smith Vocational Agricultural: Smith Vocational and Agricultural High,04060705,Public School,Northampton,MA,01060,"09,10,11,12",Northampton-Smith Vocational Agricultural,04060000,Public School District
Northboro-Southboro: Algonquin Regional High,07300505,Public School,Northborough,MA,01532,"09,10,11,12",Northboro-Southboro,07300000,Public School District
Northborough: Fannie E Proctor,02130015,Public School,Northborough,MA,01532,"K,01,02,03,04,05",Northborough,02130000,Public School District
Northborough: Lincoln Street,02130003,Public School,Northborough,MA,01532,"K,01,02,03,04,05",Northborough,02130000,Public School District
Northborough: Marguerite E Peaslee,02130014,Public School,Northborough,MA,01532,"K,01,02,03,04,05",Northborough,02130000,Public School District
